,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,P_alg,P_cor,P_dim,P_win,S_CR,S_MPQA,S_MR,S_MRPC,S_SICKEntailment,S_SICKRelatedness,S_SST2,S_SST5,S_STS12,S_STS13,S_STS14,S_STS15,S_STS16,S_STSBenchmark,S_SUBJ,S_TREC,V_chunk,V_ner,V_nli,V_pos,V_questions,V_sentiment
10,0.00318237389180459,0.393650793650794,0.17737556561086,0.122710622710623,0.0827762542391482,0.352502147521021,0.0531601964800862,0.0497388709276299,0.0444638924961888,0.0876404494382022,0.337493999039846,0.301188903566711,0.0402753368482718,0.226608187134503,0.524777636594663,0.244444444444444,0.25,0.323529411764706,0.590339892665474,0.737193662890257,0.64170692431562,0.481453444360333,0.71875,0.63442276040442,0.829145728643216,0.519818799546999,0.666111573688593,0.522200772200772,0.470425138632163,0.69361147327249,0.455128205128205,0.852112676056338,0.691891891891892,0.689393939393939,0.515080368430558,0.520246193715581,0.63306118704706,0.681109185441941,0.676616670764692,0.662125340599455,cbow,nyt,150,1,0.62218045112782,0.692883895131085,0.729476153244723,0.837270341207348,0.624678663239075,0.780930294267186,0.768864717878994,0.519589552238806,0.507296197780702,0.46162458319296,0.468783127188329,0.471090964949361,0.329139030003177,0.520681226291906,0.613733905579398,0.3203125,0.783576362240984,0.787492410443232,0.741379310344827,0.864705882352943,0.88013698630137,0.536082474226804
11,0.0015911869459023,0.292063492063492,0.193665158371041,0.0155677655677656,0.0886325560221764,0.131961104057493,0.0318961178880517,0.0637279283760259,0.103749082491107,0.151685393258427,0.599135861737878,0.612945838837517,0.0109841827768014,0.317251461988304,0.49428208386277,0.511111111111111,0.28125,0.411764705882353,0.0930232558139535,0.776658841674322,0.50805152979066,0.473883421650265,0.483173076923077,0.320808840818246,0.911222780569515,0.590033975084938,0.659450457951707,0.709459459459459,0.657116451016636,0.58148631029987,0.25,0.683098591549296,0.843243243243243,0.681818181818182,0.551201011378002,0.730806608357629,0.62159434914228,0.580589254766031,0.607769854929924,0.485013623978202,cbow,nyt,150,11,0.515037593984963,0.761548064918852,0.650508209538702,0.703412073490813,0.657240788346187,0.778102195878383,0.64174031271244,0.476679104477612,0.583419709704984,0.632740054611508,0.764021783027542,0.774979782667496,0.603532715329436,0.607960373100209,0.715307582260372,0.484375,0.488871834228701,0.504553734061929,0.551724137931035,0.72091503267974,0.215753424657534,0.47766323024055
12,0.00318237389180459,0.28042328042328,0.201809954751131,0.0228937728937729,0.0866804554278337,0.12694880761514,0.0255168943104414,0.0839343446903755,0.100220202134267,0.139325842696629,0.608257321171387,0.619550858652576,0.0274604569420035,0.285087719298246,0.510800508259212,0.355555555555556,0.21875,0.558823529411765,0.132379248658318,0.783463182843988,0.479066022544283,0.478425435276306,0.4765625,0.341594168822008,0.928810720268007,0.608154020385051,0.658617818484596,0.708494208494209,0.664510166358595,0.555410691003911,0.25,0.725352112676056,0.786486486486487,0.568181818181818,0.53314068990428,0.666018788467768,0.603247408494633,0.606585788561525,0.607769854929924,0.470027247956403,cbow,nyt,150,13,0.572368421052632,0.745318352059924,0.659108678655199,0.730971128608924,0.663239074550129,0.814222050448469,0.64174031271244,0.556902985074627,0.592752485510739,0.635616673121292,0.771482262882082,0.784491062784828,0.608349085907818,0.491430160442838,0.705293276108726,0.453125,0.482732156561782,0.530054644808745,0.540229885057471,0.682843137254901,0.205479452054795,0.577319587628866
13,0.0015911869459023,0.282539682539683,0.197285067873303,0.0210622710622711,0.0798481033476341,0.131961104057493,0.0318961178880517,0.0761626461079334,0.101631754277003,0.155056179775281,0.636581853096495,0.657859973579921,0.0439367311072056,0.25,0.465057179161372,0.466666666666667,0.40625,0.382352941176471,0.114490161001789,0.764411027568922,0.48792270531401,0.466313398940197,0.448317307692308,0.316529508582177,0.906197654941374,0.578708946772367,0.649458784346378,0.697876447876448,0.652495378927911,0.552151238591917,0.384615384615385,0.619718309859155,0.791891891891892,0.628787878787879,0.551201011378002,0.666018788467768,0.665168333180442,0.590987868284229,0.605311040078682,0.47275204359673,cbow,nyt,150,15,0.554511278195489,0.735330836454432,0.655199374511337,0.75984251968504,0.661525278491859,0.813852817367217,0.638341264445955,0.540111940298508,0.597743227507071,0.639682894649231,0.778037056079118,0.794735124493714,0.615584119389174,0.559909075842847,0.735336194563663,0.46875,0.491941673062165,0.495446265938071,0.683908045977011,0.659803921568624,0.167808219178082,0.429553264604811
14,0,0.276190476190476,0.210859728506787,0.0164835164835165,0.0896086063193478,0.131961104057493,0.0265800982400431,0.0839343446903755,0.10657218677658,0.148314606741573,0.663946231397024,0.684280052840159,0.0311218512009373,0.25,0.514612452350699,0.688888888888889,0.40625,0.529411764705882,0.134168157423971,0.753524081697457,0.478260869565217,0.479182437547313,0.445913461538462,0.29329884787209,0.922948073701843,0.567383918459796,0.648626144879267,0.706563706563706,0.656192236598891,0.543024771838331,0.352564102564102,0.690140845070422,0.816216216216216,0.606060606060606,0.542170850641141,0.690314220926466,0.63306118704706,0.590987868284229,0.585640521268749,0.475476839237057,cbow,nyt,150,17,0.574248120300752,0.734082397003746,0.666927286942925,0.808398950131233,0.648671808054842,0.801826458646365,0.645819170632223,0.591417910447761,0.609679025835505,0.643524117895779,0.782822388514754,0.802301788120314,0.615520352483962,0.645225382359676,0.699570815450644,0.4453125,0.459708365310821,0.466302367941715,0.396551724137931,0.667647058823529,0.126712328767123,0.532646048109966
15,0.0015911869459023,0.276190476190476,0.209049773755656,0.0155677655677656,0.0896086063193478,0.125695733504552,0.0180744668032293,0.0746083063914449,0.100925978205635,0.132584269662921,0.667306769083053,0.663143989431968,0.0421060339777387,0.232456140350877,0.480304955527319,0.666666666666667,0.15625,0.558823529411765,0.101967799642218,0.776658841674322,0.486312399355878,0.483724451173353,0.443509615384615,0.299412179637903,0.914572864321608,0.557191392978482,0.646128226477935,0.701737451737452,0.675600739371534,0.549543676662321,0.352564102564102,0.640845070422535,0.789189189189189,0.507575757575757,0.551201011378002,0.690314220926466,0.658288230437574,0.590987868284229,0.583181706417507,0.450953678474114,cbow,nyt,150,19,0.587406015037594,0.746566791510612,0.650508209538702,0.715223097112861,0.737789203084833,0.836437212704629,0.668252889191026,0.514925373134328,0.615629785688453,0.647662942298958,0.787075849997565,0.805249276605844,0.621910895561589,0.630938123290398,0.729613733905579,0.453125,0.455871066768994,0.478445658773527,0.632183908045977,0.667973856209153,0.13013698630137,0.384879725085911
16,0,0.37989417989418,0.170135746606335,0.0531135531135531,0.0564228962155212,0.258521589226904,0.0276433021696448,0.0730539666749565,0.0642256224944949,0.147191011235955,0.449351896303408,0.430647291941876,0.0311218512009373,0.334795321637427,0.618805590851334,0.288888888888889,0.25,0.147058823529412,0.146690518783542,0.773937105206456,0.559581320450886,0.467070401211204,0.558293269230769,0.396614154714319,0.910385259631491,0.668176670441676,0.729392173189009,0.661196911196911,0.609981515711645,0.668187744458931,0.25,0.549295774647887,0.821621621621622,0.583333333333333,0.632472458009752,0.633624878522838,0.605540776075589,0.611785095320624,0.607769854929924,0.52724795640327,cbow,nyt,150,3,0.546992481203007,0.729088639200999,0.679437060203284,0.615485564304461,0.694087403598972,0.797632496145979,0.731475186947655,0.498134328358209,0.528403494447346,0.540327296332784,0.659893507560559,0.663195008065142,0.511296145504341,0.5975961926815,0.625178826895564,0.421875,0.683806600153493,0.656344869459628,0.718390804597701,0.802777777777774,0.599315068493151,0.663230240549828
17,0.0015911869459023,0.347089947089947,0.200904977375566,0.043956043956044,0.0564228962155212,0.220929365909257,0.0446545650432724,0.0823800049738871,0.0790469199932246,0.156179775280899,0.489198271723476,0.541611624834874,0.0237990626830697,0.355263157894737,0.536213468869123,0.222222222222222,0.25,0.294117647058824,0.119856887298748,0.791628392247587,0.501610305958132,0.453444360333081,0.530048076923077,0.365436162708676,0.941373534338359,0.62400906002265,0.726894254787677,0.686293436293436,0.638632162661738,0.652542372881356,0.25,0.654929577464789,0.854054054054054,0.545454545454545,0.578291493588586,0.617427923550373,0.596367305751766,0.558058925476603,0.649569707401033,0.524523160762943,cbow,nyt,150,5,0.546992481203007,0.709113607990013,0.645035183737295,0.828083989501312,0.655526992287918,0.788728787548098,0.709041468388851,0.498134328358209,0.541879385230332,0.589596640914446,0.713752122802586,0.718482734036485,0.560863857552866,0.546695148402341,0.695278969957082,0.4140625,0.594781273983116,0.581056466302368,0.494252873563217,0.773529411764704,0.342465753424658,0.556701030927835
18,0.0015911869459023,0.312169312169312,0.199095022624434,0.0311355311355311,0.0632552482957208,0.195867883697493,0.0414649532544672,0.0979234021387714,0.083281576421433,0.148314606741573,0.524723955832933,0.606340819022457,0.0274604569420035,0.312865497076023,0.526048284625159,0.288888888888889,0.34375,0.323529411764706,0.10912343470483,0.780741446376122,0.492753623188406,0.478425435276306,0.509014423076923,0.342205501998589,0.938023450586265,0.630804077010192,0.702747710241466,0.700772200772201,0.655268022181146,0.619295958279009,0.192307692307692,0.654929577464789,0.881081081081081,0.553030303030303,0.551201011378002,0.674117265954001,0.571140262361251,0.587521663778163,0.654487337103516,0.501362397820163,cbow,nyt,150,7,0.55921052631579,0.760299625468165,0.64347146207975,0.686351706036746,0.572407883461869,0.779327048309926,0.697484704282801,0.48134328358209,0.558596379276827,0.608301774683716,0.736421642554397,0.744617051952996,0.58096918884464,0.590723844832983,0.672389127324751,0.4375,0.55794320798158,0.573163327261685,0.586206896551723,0.71830065359477,0.397260273972603,0.505154639175258
19,0.00318237389180459,0.304761904761905,0.201809954751131,0.0210622710622711,0.0915607069136905,0.162034882711611,0.0329593218176534,0.0730539666749565,0.100220202134267,0.148314606741573,0.560729716754681,0.595772787318362,0.018306971294669,0.296783625730994,0.498094027954257,0.466666666666667,0.25,0.264705882352941,0.119856887298748,0.773937105206456,0.491143317230274,0.472369417108251,0.5078125,0.334869503879614,0.921273031825796,0.609286523216308,0.675270607826811,0.713320463320463,0.660813308687616,0.595176010430248,0.288461538461538,0.661971830985915,0.837837837837838,0.583333333333333,0.578291493588586,0.706511175898931,0.644528024951839,0.545927209705373,0.593016965822474,0.493188010899183,cbow,nyt,150,9,0.601503759398497,0.736579275905119,0.680218921032057,0.780839895013123,0.626392459297344,0.79401435776478,0.716519374575119,0.514925373134328,0.572552820638485,0.62334572516736,0.755079323969346,0.762158887911423,0.591387580364864,0.549950913065968,0.705293276108726,0.4609375,0.536454336147352,0.53187613843352,0.494252873563217,0.724346405228757,0.243150684931507,0.422680412371134
20,0.00318237389180459,0.423280423280423,0.180090497737557,0.130952380952381,0.101321209885404,0.408890482497492,0.0446545650432724,0.0466301914946531,0.0529332053526057,0.0966292134831461,0.398943831012962,0.389696169088507,0.036613942589338,0.273391812865497,0.529860228716646,0.177777777777778,0.34375,0.323529411764706,0.508050089445438,0.778019709908255,0.698067632850241,0.551854655563967,0.745192307692308,0.654596755231601,0.870184254606365,0.553793884484711,0.721065778517902,0.588803088803089,0.538817005545286,0.760104302477184,0.557692307692308,0.746478873239437,0.8,0.659090909090909,0.415748600325086,0.269193391642371,0.646821392532795,0.72790294627383,0.607769854929924,0.727520435967302,cbow,nyt,200,1,0.721804511278195,0.735330836454432,0.776387802971071,0.76246719160105,0.753213367609255,0.810554101823245,0.791298436437797,0.556902985074627,0.552454157930066,0.502879795673169,0.517008051560953,0.521728197562387,0.373458273196452,0.605828579178596,0.69384835479256,0.5,0.798158096699921,0.781420765027324,0.747126436781609,0.91241830065359,0.801369863013698,0.828178694158076
21,0,0.356613756613757,0.234389140271493,0.0210622710622711,0.111081712857118,0.174565623817493,0.0318961178880517,0.0823800049738871,0.107277962847948,0.142696629213483,0.673547767642823,0.729194187582563,0.0219683655536028,0.301169590643275,0.559085133418043,0.711111111111111,0.34375,0.323529411764706,0.0805008944543828,0.825650098095919,0.561996779388084,0.55336866010598,0.541466346153846,0.336092170232777,0.947236180904523,0.653454133635334,0.726061615320566,0.724903474903475,0.737523105360444,0.632985658409387,0.301282051282051,0.640845070422535,0.837837837837838,0.659090909090909,0.560231172114864,0.674117265954001,0.69956884689478,0.637781629116118,0.683993115318417,0.501362397820163,cbow,nyt,200,11,0.634398496240602,0.782771535580523,0.716966379984363,0.696850393700787,0.729220222793488,0.879694999644821,0.731475186947655,0.616604477611941,0.587613083536544,0.637030745310885,0.773333583479004,0.790495381864955,0.623270196531346,0.544390068476318,0.736766809728182,0.3984375,0.514965464313121,0.547662416514879,0.28735632183908,0.752777777777775,0.202054794520548,0.450171821305842
22,0,0.331216931216931,0.233484162895928,0.0256410256410256,0.100345159588233,0.144491845163375,0.0329593218176534,0.0885973638398408,0.109395291062052,0.143820224719101,0.683149303888622,0.722589167767503,0.0311218512009373,0.309941520467836,0.496823379923761,0.666666666666667,0.1875,0.382352941176471,0.112701252236136,0.792989260481521,0.560386473429952,0.545798637395912,0.540865384615385,0.325699506230896,0.936348408710218,0.62400906002265,0.709408825978351,0.733590733590734,0.752310536044362,0.614080834419817,0.358974358974359,0.647887323943662,0.786486486486487,0.681818181818182,0.53314068990428,0.649821833495303,0.722502522704339,0.630849220103986,0.639734447996066,0.490463215258856,cbow,nyt,200,13,0.696428571428571,0.796504369538078,0.756059421422987,0.721784776902887,0.706083976006856,0.855098125280163,0.709041468388851,0.688432835820895,0.599626056479369,0.642927319185436,0.782446013097139,0.803739097861176,0.626258727179009,0.573764535805356,0.759656652360516,0.4375,0.523407521105142,0.539769277474196,0.827586206896551,0.738235294117644,0.147260273972603,0.0893470790378008
23,0,0.326984126984127,0.21447963800905,0.0201465201465202,0.095464908102376,0.145744919273964,0.03083291395845,0.0792713255409102,0.103043306419739,0.149438202247191,0.702352376380221,0.754293262879789,0.0402753368482718,0.269005847953216,0.49428208386277,0.622222222222222,0.28125,0.205882352941177,0.0912343470483006,0.829732702797719,0.537037037037037,0.530658591975776,0.506009615384615,0.322031507171408,0.922948073701843,0.617214043035108,0.721065778517902,0.724903474903475,0.743992606284658,0.626466753585398,0.384615384615385,0.626760563380282,0.851351351351352,0.590909090909091,0.506050207693697,0.690314220926466,0.704155582056692,0.634315424610052,0.649569707401033,0.485013623978202,cbow,nyt,200,15,0.68703007518797,0.756554307116105,0.751368256450352,0.595800524934384,0.718937446443873,0.864817887290407,0.712440516655336,0.734141791044776,0.604626719197332,0.645502324026395,0.788521385139631,0.813230277964467,0.634312635835009,0.582949124141651,0.773962804005723,0.4765625,0.541826554105907,0.514268366727383,0.660919540229885,0.715686274509801,0.202054794520548,0.415807560137457
24,0.0015911869459023,0.325925925925926,0.249773755656109,0.0173992673992674,0.0983930589938901,0.128201881725728,0.0276433021696448,0.0808256652573987,0.112218395347524,0.141573033707865,0.71867498799808,0.733157199471598,0.0384446397188049,0.254385964912281,0.490470139771283,0.644444444444444,0.3125,0.529411764705882,0.0661896243291592,0.835176175733452,0.545088566827697,0.546555639666919,0.539663461538462,0.340982835645427,0.933835845896148,0.613816534541336,0.709408825978351,0.730694980694981,0.756007393715342,0.616036505867014,0.230769230769231,0.725352112676056,0.762162162162162,0.553030303030303,0.569261332851725,0.690314220926466,0.701862214475736,0.653379549393414,0.659404966806,0.491825613079019,cbow,nyt,200,17,0.671992481203008,0.794007490636704,0.749804534792808,0.641732283464567,0.676949443016281,0.852969964268911,0.701563562202583,0.603544776119403,0.608171370724851,0.645738381089397,0.792785325902595,0.820289587036724,0.640127532243093,0.57311528516687,0.756795422031473,0.40625,0.505755947812739,0.457802064359443,0.626436781609195,0.718790849673204,0.143835616438356,0.515463917525773
25,0.00318237389180459,0.346031746031746,0.238009049773756,0.0238095238095238,0.106201461371261,0.139479548721023,0.0255168943104414,0.0948147227057946,0.102337530348371,0.126966292134831,0.71627460393663,0.735799207397622,0.0402753368482718,0.257309941520468,0.514612452350699,0.888888888888889,0.28125,0.323529411764706,0.0644007155635063,0.821567493394119,0.544283413848631,0.538985616956851,0.515625,0.311027509992946,0.926298157453937,0.60475651189128,0.713572023313905,0.742277992277992,0.747689463955638,0.615384615384615,0.33974358974359,0.669014084507042,0.781081081081081,0.575757575757576,0.524110529167419,0.657920310981536,0.708742317218604,0.632582322357019,0.647110892549791,0.476839237057221,cbow,nyt,200,19,0.709586466165413,0.77278401997503,0.749804534792808,0.598425196850394,0.624678663239075,0.862229304699381,0.723997280761387,0.625,0.618141026539239,0.657479714192808,0.797528445488028,0.824611243210846,0.641717097519512,0.671329136773824,0.765379113018598,0.421875,0.477359938603224,0.497874924104432,0.597701149425287,0.732516339869283,0.0924657534246576,0.209621993127148
